assessmentId,internalTaxonId,scientificName,code,name,stressCode,stressName,ancestry,ias,internationalTrade,scope,severity,text,timing,virus
73972656,73972645,Micrixalus herrei,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
73972656,73972645,Micrixalus herrei,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
73972656,73972645,Micrixalus herrei,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
73972656,73972645,Micrixalus herrei,11.5,Other impacts,2.2|2.3.7,Species disturbance|Reduced reproductive success,,,,,,,Future,
73972656,73972645,Micrixalus herrei,11.1,Habitat shifting & alteration,1.2,Ecosystem degradation,,,,,,,Future,
86896338,191004,Minervarya chilapata,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
86896338,191004,Minervarya chilapata,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
86896338,191004,Minervarya chilapata,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
86896338,191004,Minervarya chilapata,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
86897335,189814,Raorchestes resplendens,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,,,,Unknown,
86897335,189814,Raorchestes resplendens,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Future,
86897335,189814,Raorchestes resplendens,7.1.1,Increase in fire frequency/intensity,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
87721492,87739329,Raorchestes flaviventris,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
87739274,87739247,Ghatixalus magnus,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
87739274,87739247,Ghatixalus magnus,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
87739274,87739247,Ghatixalus magnus,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
87739274,87739247,Ghatixalus magnus,4.1,Roads & railroads,1.2|2.1,Ecosystem degradation|Species mortality,,,,,,,Ongoing,
87739274,87739247,Ghatixalus magnus,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
87739274,87739247,Ghatixalus magnus,8.2.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
112691249,112690948,Nyctibatrachus athirappillyensis,6.1,Recreational activities,2.2,Species disturbance,,,,Whole (>90%),Unknown,,Unknown,
112691249,112690948,Nyctibatrachus athirappillyensis,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
112691249,112690948,Nyctibatrachus athirappillyensis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,,,,,,,Ongoing,
112691249,112690948,Nyctibatrachus athirappillyensis,3.3,Renewable energy,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Future,
112691361,112691330,Nyctibatrachus pulivijayani,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
112691361,112691330,Nyctibatrachus pulivijayani,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
112691361,112691330,Nyctibatrachus pulivijayani,6.1,Recreational activities,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Ongoing,
112691361,112691330,Nyctibatrachus pulivijayani,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
112691514,112691501,Nyctibatrachus sabarimalai,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,,,,Ongoing,
112691514,112691501,Nyctibatrachus sabarimalai,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
112691514,112691501,Nyctibatrachus sabarimalai,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
112691514,112691501,Nyctibatrachus sabarimalai,6.1,Recreational activities,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,,,,,,,Ongoing,
112691564,112691545,Nyctibatrachus webilla,6.3,Work & other activities,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Whole (>90%),Unknown,,Ongoing,
112691564,112691545,Nyctibatrachus webilla,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
112691564,112691545,Nyctibatrachus webilla,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
112691564,112691545,Nyctibatrachus webilla,11.1,Habitat shifting & alteration,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
112691564,112691545,Nyctibatrachus webilla,9.4,Garbage & solid waste,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
112691564,112691545,Nyctibatrachus webilla,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
112691564,112691545,Nyctibatrachus webilla,1.3,Tourism & recreation areas,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
115932944,36652,Aglaia malabarica,1.1,Housing & urban areas,"","",,,,,Causing/Could cause fluctuations,,Ongoing,
115932944,36652,Aglaia malabarica,5.3.1,Intentional use: (subsistence/small scale) [harvest],"","",,,,,Causing/Could cause fluctuations,,Ongoing,
115932944,36652,Aglaia malabarica,8.2,Problematic native species/diseases,"","",,,,,"Slow, Significant Declines",,Ongoing,
119040796,31199,Syzygium occidentale,7.2.10,Large dams,"","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
119040796,31199,Syzygium occidentale,7.2.9,Small dams,"","",,,,Minority (<50%),Rapid Declines,,Ongoing,
119040796,31199,Syzygium occidentale,11.4,Storms & flooding,2.1|2.2,Species mortality|Species disturbance,,,,Majority (50-90%),Rapid Declines,,Ongoing,
119040966,38821,Syzygium parameswaranii,7.2.10,Large dams,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
119040966,38821,Syzygium parameswaranii,2.2.2,Agro-industry plantations,"","",,,,Minority (<50%),Rapid Declines,,Ongoing,
119040966,38821,Syzygium parameswaranii,8.2.1,Unspecified species,"","",,,,,,Anselmella kerrichi,Ongoing,
119044958,31170,Vateria macrocarpa,7.2.10,Large dams,"","",,,,Minority (<50%),Very Rapid Declines,,Ongoing,
119044958,31170,Vateria macrocarpa,2.1.3,Agro-industry farming,"","",,,,Minority (<50%),"Slow, Significant Declines",,Ongoing,
119044958,31170,Vateria macrocarpa,5.3.1,Intentional use: (subsistence/small scale) [harvest],"","",,,,Minority (<50%),Causing/Could cause fluctuations,,Ongoing,
119044958,31170,Vateria macrocarpa,5.3.2,Intentional use: (large scale) [harvest],"","",,,,Majority (50-90%),Very Rapid Declines,,"Past, Unlikely to Return",
119243088,119243084,Indirana paramakri,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
119243088,119243084,Indirana paramakri,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Ongoing,
119243088,119243084,Indirana paramakri,7.3,Other ecosystem modifications,2.2,Species disturbance,,,,,,,Ongoing,
119243088,119243084,Indirana paramakri,11.2,Droughts,2.1|2.2,Species mortality|Species disturbance,,,,,,,Future,
119243164,119243159,Indirana tysoni,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,,,,Ongoing,
119243164,119243159,Indirana tysoni,6.3,Work & other activities,2.1,Species mortality,,,,Minority (<50%),,,Ongoing,
119243164,119243159,Indirana tysoni,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
119243164,119243159,Indirana tysoni,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
119243164,119243159,Indirana tysoni,5.2.2,Unintentional effects (species is not the target),1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
119243164,119243159,Indirana tysoni,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Future,
119243178,119243173,Indirana yadera,9.3.3,Herbicides and pesticides,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Future,
119243178,119243173,Indirana yadera,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,Unknown,Unknown,,Unknown,
119243178,119243173,Indirana yadera,7.3,Other ecosystem modifications,2.2,Species disturbance,,,,,,,Ongoing,
119243178,119243173,Indirana yadera,11.5,Other impacts,2.3.7,Reduced reproductive success,,,,,,,Future,
119243178,119243173,Indirana yadera,4.1,Roads & railroads,2.1,Species mortality,,,,,,,Ongoing,
138500009,31220,Actinodaphne bourneae,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
138500009,31220,Actinodaphne bourneae,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
138500009,31220,Actinodaphne bourneae,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
138500009,31220,Actinodaphne bourneae,7.1.3,Trend Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
138502123,33497,Litsea leiantha,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
138502123,33497,Litsea leiantha,2.3.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
138502123,33497,Litsea leiantha,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,,,,,,,Ongoing,
138502123,33497,Litsea leiantha,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
138508872,62565,Actinodaphne campanulata,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
138508872,62565,Actinodaphne campanulata,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
138508872,62565,Actinodaphne campanulata,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
138508872,62565,Actinodaphne campanulata,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145297168,144052276,Beilschmiedia aborensis,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145297168,144052276,Beilschmiedia aborensis,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145297168,144052276,Beilschmiedia aborensis,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145297168,144052276,Beilschmiedia aborensis,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145297198,144053300,Beilschmiedia andamanensis,11.4,Storms & flooding,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Unknown,,Future,
145297198,144053300,Beilschmiedia andamanensis,1.3,Tourism & recreation areas,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Unknown,,Future,
145297273,144056383,Beilschmiedia brandisii,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145297273,144056383,Beilschmiedia brandisii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145297273,144056383,Beilschmiedia brandisii,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145297273,144056383,Beilschmiedia brandisii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145297963,145290519,Beilschmiedia sikkimensis,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145297963,145290519,Beilschmiedia sikkimensis,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145297963,145290519,Beilschmiedia sikkimensis,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145297963,145290519,Beilschmiedia sikkimensis,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145297963,145290519,Beilschmiedia sikkimensis,3.2,Mining & quarrying,"","",,,,,,,Ongoing,
145415813,145301615,Cinnamomum bhaskarii,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145415813,145301615,Cinnamomum bhaskarii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145415813,145301615,Cinnamomum bhaskarii,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145415813,145301615,Cinnamomum bhaskarii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145415823,145301728,Cinnamomum bishnupadae,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145415823,145301728,Cinnamomum bishnupadae,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145415823,145301728,Cinnamomum bishnupadae,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145415823,145301728,Cinnamomum bishnupadae,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145415833,145301965,Cinnamomum blandfordii,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145415833,145301965,Cinnamomum blandfordii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145415833,145301965,Cinnamomum blandfordii,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145415833,145301965,Cinnamomum blandfordii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145416111,145310645,Cinnamomum kingdon-wardii,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145416111,145310645,Cinnamomum kingdon-wardii,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145416111,145310645,Cinnamomum kingdon-wardii,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145416111,145310645,Cinnamomum kingdon-wardii,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145416166,145311979,Cinnamomum lohitensis,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145416166,145311979,Cinnamomum lohitensis,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145416166,145311979,Cinnamomum lohitensis,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145416166,145311979,Cinnamomum lohitensis,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
145416471,145344026,Cinnamomum sanjappae,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],"","",,,,,,,Future,
145416471,145344026,Cinnamomum sanjappae,2.1.1,Shifting agriculture,"","",,,,,,,Future,
145416576,145404323,Cinnamomum suvrae,2.1.3,Agro-industry farming,"","",,,,,,,Ongoing,
145416576,145404323,Cinnamomum suvrae,2.1.2,Small-holder farming,"","",,,,,,,Ongoing,
145416576,145404323,Cinnamomum suvrae,2.2.2,Agro-industry plantations,"","",,,,,,,Ongoing,
145416576,145404323,Cinnamomum suvrae,2.2.1,Small-holder plantations,"","",,,,,,,Ongoing,
147294060,37611,Euphorbia vajravelui,8.2.1,Unspecified species,"","",,,,,,,Ongoing,
147294060,37611,Euphorbia vajravelui,11.4,Storms & flooding,"","",,,,,,,Ongoing,
149680186,149680126,Mysticellus franki,11.1,Habitat shifting & alteration,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Future,
149680186,149680126,Mysticellus franki,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Future,
149680186,149680126,Mysticellus franki,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
149680186,149680126,Mysticellus franki,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
149680186,149680126,Mysticellus franki,7.2.3,Abstraction of surface water (agricultural use),1.2,Ecosystem degradation,,,,,,,Ongoing,
149680186,149680126,Mysticellus franki,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
149680186,149680126,Mysticellus franki,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,,,,Ongoing,
149680186,149680126,Mysticellus franki,8.1.2,Named species,2.1,Species mortality,,Batrachochytrium dendrobatidis,,,,,Ongoing,
149682627,149682598,Leptobrachella lateralis,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|1.3|2.2,Ecosystem degradation|Indirect ecosystem effects|Species disturbance,,,,Unknown,Unknown,,Ongoing,
149682627,149682598,Leptobrachella lateralis,6.3,Work & other activities,1.2|1.3|2.2,Ecosystem degradation|Indirect ecosystem effects|Species disturbance,,,,Unknown,Unknown,,Ongoing,
149682627,149682598,Leptobrachella lateralis,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
149682627,149682598,Leptobrachella lateralis,5.1.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
149682627,149682598,Leptobrachella lateralis,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
149812631,31200,Syzygium palghatense,2.2.2,Agro-industry plantations,"","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
149812631,31200,Syzygium palghatense,7.1.1,Increase in fire frequency/intensity,"","",,,,Majority (50-90%),Rapid Declines,,Ongoing,
149813923,32866,Syzygium bourdillonii,7.2.10,Large dams,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
149813923,32866,Syzygium bourdillonii,2.2.2,Agro-industry plantations,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
149813923,32866,Syzygium bourdillonii,2.1.4,Scale Unknown/Unrecorded,"","",,,,Majority (50-90%),"Slow, Significant Declines",,Ongoing,
149813923,32866,Syzygium bourdillonii,11.4,Storms & flooding,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,,,,Unknown,Very Rapid Declines,,Ongoing,
150087543,150087536,Megophrys flavipunctata,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087543,150087536,Megophrys flavipunctata,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087543,150087536,Megophrys flavipunctata,1.3,Tourism & recreation areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087543,150087536,Megophrys flavipunctata,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,,,,Unknown,Unknown,,Ongoing,
150087543,150087536,Megophrys flavipunctata,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087543,150087536,Megophrys flavipunctata,7.2.10,Large dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087543,150087536,Megophrys flavipunctata,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Unknown,Unknown,,Ongoing,
150087543,150087536,Megophrys flavipunctata,11.2,Droughts,1.2,Ecosystem degradation,,,,,,,Ongoing,
150087543,150087536,Megophrys flavipunctata,11.1,Habitat shifting & alteration,1.2|2.2,Ecosystem degradation|Species disturbance,,,,,,,Ongoing,
150087783,150087712,Megophrys himalayana,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087783,150087712,Megophrys himalayana,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087783,150087712,Megophrys himalayana,5.1.1,Intentional use (species is the target),2.1,Species mortality,,,No,Unknown,Unknown,,Ongoing,
150087783,150087712,Megophrys himalayana,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087783,150087712,Megophrys himalayana,7.2.10,Large dams,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087783,150087712,Megophrys himalayana,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087885,150087877,Megophrys oreocrypta,9.1.3,Type Unknown/Unrecorded,1.2,Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
150087885,150087877,Megophrys oreocrypta,2.1.4,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,,,,Unknown,Unknown,,Ongoing,
