internalTaxonId,threatCode,threatName,stressCode,stressName,severity
22693749,6.1,Recreational activities,2.2,Species disturbance,Unknown
254475077,3.2,Mining & quarrying,1.2|2.2,Ecosystem degradation|Species disturbance,"Slow, Significant Declines"
254475077,3.3,Renewable energy,1.2|2.2,Ecosystem degradation|Species disturbance,Negligible declines
254475077,4.1,Roads & railroads,1.2,Ecosystem degradation,"Slow, Significant Declines"
254475077,8.1.2,Named species,1.2|2.3.2,Ecosystem degradation|Competition,Negligible declines
22693447,5.1.1,Intentional use (species is the target),2.1,Species mortality,Very Rapid Declines
22693447,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Rapid Declines
22693447,11.1,Habitat shifting & alteration,1.2|1.3,Ecosystem degradation|Indirect ecosystem effects,Unknown
22693447,9.3.3,Herbicides and pesticides,1.2|2.1|2.3.7,Ecosystem degradation|Species mortality|Reduced reproductive success,Unknown
22693447,11.4,Storms & flooding,2.3.7,Reduced reproductive success,Unknown
2888,8.2.2,Named species,2.1,Species mortality,
2888,8.1.2,Named species,1.2,Ecosystem degradation,
2888,8.1.2,Named species,1.2,Ecosystem degradation,
2888,5.1.1,Intentional use (species is the target),2.1,Species mortality,Very Rapid Declines
2888,5.3.5,Motivation Unknown/Unrecorded,1.1|1.2|2.1|2.2,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance,Very Rapid Declines
2888,2.1.1,Shifting agriculture,1.1|1.2|2.1|2.2|2.3.8,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance|Other,Very Rapid Declines
2888,8.1.1,Unspecified species,2.3.1,Hybridisation,"Slow, Significant Declines"
2888,8.1.2,Named species,2.3.1,Hybridisation,"Slow, Significant Declines"
2888,2.3.1,Nomadic grazing,1.1|1.2,Ecosystem conversion|Ecosystem degradation,
2888,2.2.2,Agro-industry plantations,1.1|1.2|2.1|2.2|2.3.8,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance|Other,Very Rapid Declines
2888,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,
2888,2.1.3,Agro-industry farming,1.1|1.2|2.1|2.2|2.3.8,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance|Other,Very Rapid Declines
2888,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Negligible declines
2888,2.1.2,Small-holder farming,1.1|1.2|2.1|2.2|2.3.8,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance|Other,Very Rapid Declines
2888,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Rapid Declines
2888,4.1,Roads & railroads,1.1|1.2|2.1|2.2|2.3.8,Ecosystem conversion|Ecosystem degradation|Species mortality|Species disturbance|Other,Very Rapid Declines
2888,8.1.2,Named species,2.3.1|2.3.8,Hybridisation|Other,
22693464,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22693464,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693464,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693464,3.3,Renewable energy,1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Unknown
22693464,2.4.3,Scale Unknown/Unrecorded,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693464,3.1,Oil & gas drilling,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693464,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693464,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],1.2|2.2,Ecosystem degradation|Species disturbance,Unknown
22693464,5.4.4,Unintentional effects: (large scale) [harvest],1.2|2.1,Ecosystem degradation|Species mortality,Unknown
22693464,5.1.2,Unintentional effects (species is not the target),2.1,Species mortality,Unknown
22693464,5.1.1,Intentional use (species is the target),2.1,Species mortality,Unknown
22693464,6.1,Recreational activities,2.2,Species disturbance,Unknown
22693464,8.1.2,Named species,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Unknown
22693464,9.3.4,Type Unknown/Unrecorded,1.2|2.1,Ecosystem degradation|Species mortality,Unknown
22685513,5.3.4,Unintentional effects: (large scale) [harvest],1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22685513,2.1.2,Small-holder farming,1.2,Ecosystem degradation,"Slow, Significant Declines"
22685513,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22685513,5.1.1,Intentional use (species is the target),2.1|2.2,Species mortality|Species disturbance,Unknown
22685513,5.1.3,Persecution/control,2.1,Species mortality,Unknown
22685513,2.2.1,Small-holder plantations,1.2,Ecosystem degradation,"Slow, Significant Declines"
22685513,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
70205537,5.2.2,Unintentional effects (species is not the target),1.2,Ecosystem degradation,"Slow, Significant Declines"
70205537,4.1,Roads & railroads,1.1,Ecosystem conversion,"Slow, Significant Declines"
70205537,7.2.9,Small dams,1.1,Ecosystem conversion,"Slow, Significant Declines"
70205537,7.2.10,Large dams,1.1,Ecosystem conversion,"Slow, Significant Declines"
70205537,5.3.3,Unintentional effects: (subsistence/small scale) [harvest],1.2,Ecosystem degradation,"Slow, Significant Declines"
70205537,5.3.4,Unintentional effects: (large scale) [harvest],1.2,Ecosystem degradation,"Slow, Significant Declines"
70205537,2.1.3,Agro-industry farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
70205537,5.1.1,Intentional use (species is the target),2.1,Species mortality,Rapid Declines
70205537,5.1.2,Unintentional effects (species is not the target),2.1,Species mortality,Rapid Declines
70205537,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Negligible declines
70205537,3.3,Renewable energy,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
70205537,2.2.1,Small-holder plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
70205537,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
70205537,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
70205537,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
70205537,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,Negligible declines
70205537,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22037,4.2,Utility & service lines,1.2,Ecosystem degradation,"Slow, Significant Declines"
22037,5.2.4,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,"Slow, Significant Declines"
22037,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,"Slow, Significant Declines"
22037,6.3,Work & other activities,2.2,Species disturbance,"Slow, Significant Declines"
22037,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22037,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22037,3.2,Mining & quarrying,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22037,4.1,Roads & railroads,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22037,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22041,5.3.5,Motivation Unknown/Unrecorded,1.2,Ecosystem degradation,"Slow, Significant Declines"
22041,2.2.2,Agro-industry plantations,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22041,1.1,Housing & urban areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22041,2.1.1,Shifting agriculture,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
22041,2.1.2,Small-holder farming,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
30864,2.2.2,Agro-industry plantations,,,Rapid Declines
30864,2.1.1,Shifting agriculture,,,Rapid Declines
30864,7.2.10,Large dams,,,Rapid Declines
15951,5.1.3,Persecution/control,2.1,Species mortality,"Slow, Significant Declines"
15951,8.2,Problematic native species/diseases,2.3.8,Other,Unknown
15951,9.3.4,Type Unknown/Unrecorded,1.2,Ecosystem degradation,Unknown
15951,2.1.2,Small-holder farming,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Unknown
15951,5.1.2,Unintentional effects (species is not the target),2.1,Species mortality,"Slow, Significant Declines"
15951,5.1.1,Intentional use (species is the target),2.1,Species mortality,"Slow, Significant Declines"
15951,1.1,Housing & urban areas,1.1|2.2,Ecosystem conversion|Species disturbance,Rapid Declines
15951,5.3.5,Motivation Unknown/Unrecorded,1.2|2.2,Ecosystem degradation|Species disturbance,Unknown
15951,2.1.1,Shifting agriculture,1.1|2.2,Ecosystem conversion|Species disturbance,Unknown
15951,2.3.1,Nomadic grazing,1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Negligible declines
15951,2.3.2,"Small-holder grazing, ranching or farming",1.1|1.2|2.2,Ecosystem conversion|Ecosystem degradation|Species disturbance,Negligible declines
15951,6.2,"War, civil unrest & military exercises",1.2|2.1|2.2,Ecosystem degradation|Species mortality|Species disturbance,Rapid Declines
242376417,1.2,Commercial & industrial areas,1.1|1.2,Ecosystem conversion|Ecosystem degradation,"Slow, Significant Declines"
242376417,10.3,Avalanches/landslides,1.2|2.1,Ecosystem degradation|Species mortality,Rapid Declines
242376417,1.3,Tourism & recreation areas,1.2|2.1,Ecosystem degradation|Species mortality,Causing/Could cause fluctuations
242376417,6.1,Recreational activities,1.2|2.2,Ecosystem degradation|Species disturbance,Causing/Could cause fluctuations
